iter	Logloss
180	0.4889654835
181	0.4889007028
182	0.4888412458
183	0.4887621707
184	0.4886986675
185	0.4886305235
186	0.4885538899
187	0.4884742927
188	0.4883996771
189	0.4883114396
190	0.4882430614
191	0.4881762806
192	0.48809223
193	0.4880302075
194	0.4879821986
195	0.4879078667
196	0.4878088461
197	0.4877659732
198	0.487713721
199	0.4876182967
200	0.4875759547
201	0.4875430204
202	0.4874735928
203	0.4873950602
204	0.4873306228
205	0.4872706074
206	0.4871769639
207	0.4870824849
208	0.4870318147
209	0.4869669376
210	0.4868742557
211	0.4867636998
212	0.4866996671
213	0.486628289
214	0.4865556256
215	0.486470613
216	0.4863889585
217	0.4862931788
218	0.486210356
219	0.486161426
220	0.4860771838
221	0.4860121034
222	0.4859504719
223	0.4858829799
224	0.4857804559
225	0.485726305
226	0.4856748128
227	0.4855818662
228	0.4855393609
229	0.4854666594
230	0.485399717
231	0.4853511199
232	0.4852884353
233	0.4852335242
234	0.4851322981
235	0.485064596
236	0.4849904489
237	0.4849187199
238	0.4848692149
239	0.4847826751
240	0.4847292472
241	0.4846745478
242	0.484608795
243	0.4845110013
244	0.4844220128
245	0.4843573121
246	0.4842998654
247	0.4842658086
248	0.48419503
249	0.484118067
250	0.4840360515
251	0.4839930107
252	0.4839547087
253	0.4839099569
254	0.4838794455
255	0.4838527904
256	0.4837692047
257	0.4837100619
258	0.4836553838
259	0.483611745
260	0.4835686609
261	0.4834903009
262	0.4834222375
263	0.483363065
264	0.483324458
265	0.4832510092
266	0.4831626136
267	0.4830839951
268	0.4830154072
269	0.4829623148
270	0.4829278941
271	0.4828751403
272	0.48281043
273	0.482735033
274	0.4827014587
275	0.482638782
276	0.4825631724
277	0.4824891673
278	0.4824548863
279	0.4824007871
280	0.4823350979
281	0.4822762078
282	0.482238761
283	0.4821751804
284	0.4820944903
285	0.4820058424
286	0.4819494175
287	0.4818953276
288	0.4818047659
289	0.4817599072
290	0.4817170138
291	0.4816719613
292	0.4815940246
293	0.4815313309
294	0.4814609403
295	0.4814112094
296	0.4813601817
297	0.4812768394
298	0.4812204593
299	0.4811381119
300	0.4811095325
301	0.481038547
302	0.4809857668
303	0.4808958506
304	0.4808539554
305	0.4807716491
306	0.4807078562
307	0.480652154
308	0.4806116293
309	0.4805282534
310	0.4804766741
311	0.4804043395
312	0.4803439976
313	0.4802952309
314	0.4802107884
315	0.4801301564
316	0.4800797328
317	0.4800501616
318	0.4799562792
319	0.4798920733
320	0.4798613218
321	0.4797821869
322	0.4797366945
323	0.4796748104
324	0.4796056191
325	0.479537367
326	0.4794577547
327	0.4793968831
328	0.4793133649
329	0.479257323
330	0.4791645943
331	0.4791469347
332	0.4790984111
333	0.4790465458
334	0.479018668
335	0.4789628144
336	0.4789099673
337	0.4788669983
338	0.4788270304
339	0.4787747186
340	0.47871673
341	0.4786542296
342	0.4785676366
343	0.4785209712
344	0.4784345936
345	0.4783630178
346	0.4783344843
347	0.4782583783
348	0.4781849035
349	0.4781547774
350	0.4780873738
351	0.4780122195
352	0.4779475369
353	0.4778683245
354	0.4778170945
355	0.4777476767
356	0.4776884258
357	0.4776532744
358	0.4776095447
359	0.4775395156
360	0.4774432294
361	0.4774012144
362	0.4773071295
363	0.4772240715
364	0.4771717146
365	0.4770953512
366	0.477018665
367	0.4769679366
368	0.47687536
369	0.4768374739
370	0.476801902
371	0.4767751224
372	0.4766861502
373	0.4766596798
374	0.4765831786
375	0.4765238345
376	0.4764860707
377	0.4763985821
378	0.4763548395
379	0.4762774436
380	0.4762366217
381	0.47617145
382	0.4761390243
383	0.4760995881
384	0.4760216061
385	0.4759788947
386	0.475958277
387	0.475871269
388	0.4758501988
389	0.475820233
390	0.4757656953
391	0.4757413027
392	0.4756587026
393	0.4756349095
394	0.4755893049
395	0.4755348711
396	0.4754908499
397	0.4754220353
398	0.4753411478
399	0.4752814339
400	0.4752470311
401	0.4751804015
402	0.4751323507
403	0.475073094
404	0.4750133455
405	0.4749833109
406	0.4749528678
407	0.4749048776
408	0.4748605401
409	0.4747925803
410	0.4747248922
411	0.4746680082
412	0.4745964704
413	0.4745594473
414	0.4744873274
415	0.474424044
416	0.4743911104
417	0.4742962709
418	0.4742501521
419	0.474190705
420	0.4741470507
421	0.4741196985
422	0.4740954582
423	0.4740086747
424	0.4739543705
425	0.4738948217
426	0.4738360695
427	0.4738087499
428	0.4737738374
429	0.4737143333
430	0.4736521838
431	0.4735678854
432	0.4735234806
433	0.4734564806
434	0.4733959973
435	0.4733391875
436	0.4732890104
437	0.4732124243
438	0.4731614653
439	0.4731302716
440	0.4730576603
441	0.4730230087
442	0.472983708
443	0.4729542284
444	0.4729242975
445	0.4728782609
446	0.4728503768
447	0.4728183688
448	0.4728089616
449	0.4727857975
450	0.4727121731
451	0.4726849182
452	0.4726591634
453	0.4725867365
454	0.4725639989
455	0.4725168969
456	0.4724817627
457	0.4724335162
458	0.4723957014
459	0.472344982
460	0.4722833871
461	0.4722491776
462	0.4721903604
463	0.4721486723
464	0.4720971689
465	0.4720501057
466	0.4719861712
467	0.4719123377
468	0.4718621211
469	0.4718190678
470	0.4717450393
471	0.4717325892
472	0.4716707404
473	0.4716314495
474	0.4715739687
475	0.4715257987
476	0.4714753822
477	0.4713951901
478	0.4713654515
479	0.4713474038
480	0.471318891
481	0.4712690114
482	0.4711862377
483	0.4711423878
484	0.4711188536
485	0.4710924242
486	0.4710279134
487	0.4709910114
488	0.4709477584
489	0.4708952863
490	0.4708502036
491	0.4707700281
492	0.470746907
493	0.4706684994
494	0.4705978375
495	0.4705365364
496	0.4704962926
497	0.4704655992
498	0.4704223705
499	0.4703893535
500	0.4703758593
501	0.4703406298
502	0.4702651687
503	0.470211567
504	0.4701588495
505	0.4701205744
506	0.4700712431
507	0.4700163141
508	0.4699767998
509	0.4699199362
510	0.4698671796
511	0.4698229805
512	0.4697699256
513	0.4697189738
514	0.4696480382
515	0.4696251966
516	0.4695804179
517	0.4695423201
518	0.4694596687
519	0.469425014
520	0.4693666055
521	0.469307879
522	0.4692469828
523	0.4691732212
524	0.4691556289
525	0.4690978239
526	0.4690723827
527	0.4690272592
528	0.4689621091
529	0.4688890882
530	0.4688472432
531	0.4687908679
532	0.468723877
533	0.4686550215
534	0.4686172382
535	0.4685769386
536	0.4685265732
537	0.4685069259
538	0.4684522061
539	0.468430509
540	0.4684059489
541	0.4683400167
542	0.4682729729
543	0.4682463281
544	0.4682149254
545	0.46816985
546	0.4681292749
547	0.4680582871
548	0.4680115927
549	0.4679316394
550	0.4678918538
551	0.4678660452
552	0.4678467774
553	0.4677959989
554	0.4677185757
555	0.4676678527
556	0.4676504189
557	0.4676212061
558	0.4675806387
559	0.4675460639
560	0.4675117994
561	0.4674643817
562	0.4674136049
563	0.4673871298
564	0.4673114006
565	0.4672649821
566	0.4672325409
567	0.4671928016
568	0.4671527206
569	0.4671092099
570	0.4670692994
571	0.4670418155
572	0.4670223052
573	0.4669840729
574	0.4669337531
575	0.4668871309
576	0.4668417057
577	0.4668095729
578	0.4667748132
579	0.4667312739
580	0.4666784855
581	0.4666360663
582	0.4666203817
583	0.4665648259
584	0.4665026758
585	0.4664713209
586	0.4664045769
587	0.4663766453
588	0.4663599291
589	0.4663070011
590	0.4662996988
591	0.4662663834
592	0.4662397248
593	0.4661944304
594	0.4661750367
595	0.4661106749
596	0.4660779378
597	0.4660319054
598	0.4659812718
599	0.465923653
600	0.4658838698
601	0.4658246216
602	0.4657959673
603	0.4657794699
604	0.4657553732
605	0.4657003934
606	0.4656461961
607	0.4656081144
608	0.4655651467
609	0.4655506627
610	0.4655295023
611	0.4654683541
612	0.4654252151
613	0.4653906756
614	0.4653707131
615	0.465311133
616	0.4652834167
617	0.4652464226
618	0.4651956912
619	0.4651206705
620	0.4650640068
621	0.465031499
622	0.46498691
623	0.4649356465
624	0.4649067512
625	0.4648494124
626	0.4648337848
627	0.4648015315
628	0.4647677128
629	0.4647520023
630	0.4647165518
631	0.4646876414
632	0.4646682955
633	0.4646442191
634	0.4645880011
635	0.464550794
636	0.4645372958
637	0.4644725877
638	0.4644482758
639	0.464433556
640	0.464359751
641	0.4642990154
642	0.4642688197
643	0.464218503
644	0.4641530701
645	0.4640748531
646	0.4640348142
647	0.4639768682
648	0.4639253593
649	0.463899197
650	0.4638283291
651	0.4637581022
652	0.4637218211
653	0.4636784058
654	0.4636162626
655	0.4635396958
656	0.4635019079
657	0.4634635149
658	0.4634571142
659	0.463423043
660	0.4633723757
661	0.4633056957
662	0.4632664992
663	0.4632571095
664	0.4632385755
665	0.4631784602
666	0.4631411461
667	0.4630884106
668	0.463040756
669	0.4630017211
670	0.4629602814
671	0.4629310743
672	0.4628942487
673	0.4628461639
674	0.4628063686
675	0.4627913867
676	0.4627652205
677	0.462736896
678	0.4626676984
679	0.4626480012
680	0.4626119551
681	0.4625825165
682	0.462556289
683	0.4625291724
684	0.4624974706
685	0.4624782401
686	0.4624474316
687	0.4623940988
688	0.4623605079
689	0.4623492967
690	0.462318773
691	0.4623015207
692	0.4622907418
693	0.4622416505
694	0.4622049749
695	0.4621781658
696	0.4621210054
697	0.4620896467
698	0.4620524996
699	0.4620254895
700	0.4619973916
701	0.461951828
702	0.4619186239
703	0.4619129497
704	0.4618922478
705	0.4618569531
706	0.4618412674
707	0.461823028
708	0.4617943457
709	0.4617598497
710	0.4617063386
711	0.4616694816
712	0.4616201348
713	0.4615950225
714	0.4615536031
715	0.4615042462
716	0.4614684918
717	0.4614252786
718	0.4613490617
719	0.4613107934
720	0.4612901036
721	0.4612530516
722	0.4612153804
723	0.4611604295
724	0.4611267335
725	0.4610901413
726	0.4610752481
727	0.4610112978
728	0.460974779
729	0.460936267
730	0.4608877493
731	0.4608407519
732	0.4608086413
733	0.4607940834
734	0.4607647435
735	0.4607363165
736	0.460691418
737	0.4606354407
738	0.4606064879
739	0.4605581038
740	0.4605053206
741	0.4604605882
742	0.4604135424
743	0.4603442095
744	0.4603160825
745	0.4602774242
746	0.4602285972
747	0.4601643439
748	0.4601141168
749	0.4600590923
750	0.4599883419
751	0.4599210992
752	0.4598578238
753	0.4598039417
754	0.4597592644
755	0.4597239333
756	0.4596968699
757	0.4596815992
758	0.4596379349
759	0.459606921
760	0.4595399336
761	0.4594978355
762	0.459480727
763	0.4594292646
764	0.459383571
765	0.4593190465
766	0.4592822916
767	0.4592195625
768	0.4591871937
769	0.4591709655
770	0.4591325221
771	0.459117511
772	0.459067934
773	0.4590239246
774	0.4589657855
775	0.4589392709
776	0.4588870133
777	0.4588718257
778	0.4588072339
779	0.4587808213
780	0.4587526597
781	0.4586833749
782	0.4586543173
783	0.4586127348
784	0.4585860557
785	0.4585473029
786	0.4585357514
787	0.4584820922
788	0.458443815
789	0.4584143402
790	0.4583678237
791	0.4583294674
792	0.4582883595
793	0.4582197684
794	0.4581560379
795	0.4581013023
796	0.4580986898
797	0.458033144
798	0.4579867095
799	0.4579391274
800	0.4579062075
801	0.4578842497
802	0.4578253855
803	0.4577877531
804	0.4577411646
805	0.4576733388
806	0.4575951875
807	0.4575846681
808	0.4575560942
809	0.4575219223
810	0.4574921572
811	0.4574561186
812	0.4574347857
813	0.4574297389
814	0.4574010209
815	0.4573431191
816	0.4573109153
817	0.4572679189
818	0.4572277272
819	0.4571834566
820	0.4571279597
821	0.4571063881
822	0.457073963
823	0.4570516603
824	0.4570403794
825	0.4570000309
826	0.4569680268
827	0.4569543657
828	0.4568919354
829	0.4568771697
830	0.4568314569
831	0.4567786228
832	0.456739975
833	0.4566906254
834	0.4566602571
835	0.4566090185
836	0.4565794456
837	0.4565526446
838	0.4564995566
839	0.4564659093
840	0.4564249683
841	0.4564075445
842	0.4563431885
843	0.4563003773
844	0.4562485026
845	0.4562223232
846	0.4561682942
847	0.4561395845
848	0.4560804837
849	0.4560435753
850	0.4559966264
851	0.4559636085
852	0.4559074773
853	0.4558790278
854	0.4558575506
855	0.4558316853
856	0.4558119339
857	0.4557590372
858	0.4557219719
859	0.4557101983
860	0.4556501692
861	0.455631238
862	0.4555995291
863	0.4555707181
864	0.4555264353
865	0.4554983776
866	0.4554969411
867	0.4554851312
868	0.4554619239
869	0.4554115483
870	0.4553988278
871	0.4553447646
872	0.4553105412
873	0.4553024929
874	0.4552711094
875	0.4552655199
876	0.4552444168
877	0.4552179306
878	0.4552090542
879	0.4551537488
880	0.4551200369
881	0.4551000939
882	0.4550656011
883	0.4550098218
884	0.4549618092
885	0.4549066077
886	0.454888477
887	0.4548443978
888	0.4548172966
889	0.4547693634
890	0.454743
891	0.454721871
892	0.4546759052
893	0.454639888
894	0.4546276026
895	0.4545835128
896	0.4545383624
897	0.4545247219
898	0.4544741881
899	0.454441446
900	0.4544019971
901	0.4543677041
902	0.4543103351
903	0.4542573159
904	0.4542550139
905	0.4542316449
906	0.4541736575
907	0.454147759
908	0.4541141807
909	0.4540625217
910	0.4540372165
911	0.4540131919
912	0.453998809
913	0.453952754
914	0.4538990272
915	0.4538471372
916	0.453797513
917	0.4537866902
918	0.4537618107
919	0.453739206
920	0.453723989
921	0.4537005996
922	0.4536983795
923	0.4536504769
924	0.453610712
925	0.4535727021
926	0.4535104016
927	0.4535085441
928	0.4534953741
929	0.4534706779
930	0.4534507266
931	0.4534149289
932	0.4533522096
933	0.4533147948
934	0.4532712968
935	0.4532304286
936	0.4531972025
937	0.4531613399
938	0.4531306386
939	0.4530944818
940	0.453038019
941	0.4530078026
942	0.4529604548
943	0.4529362618
944	0.4529031208
945	0.4528650678
946	0.4528304061
947	0.4527890842
948	0.4527569762
949	0.4527292694
950	0.452697085
951	0.4526804225
952	0.4526232127
953	0.45261734
954	0.4525859467
955	0.4525382295
956	0.4525078168
957	0.4524609524
958	0.4524233581
959	0.4524070692
960	0.452394619
961	0.4523836497
962	0.4523420864
963	0.4523318641
964	0.452299158
965	0.452260014
966	0.4522460981
967	0.4522312799
968	0.4522177223
969	0.4521608412
970	0.4521290951
971	0.4521031449
972	0.452064033
973	0.4520192073
974	0.4519844976
975	0.4519478013
976	0.4519221753
977	0.4519036349
978	0.4518522357
979	0.4518380777
980	0.4517716968
981	0.4517574506
982	0.4517120227
983	0.4516709988
984	0.4516485097
985	0.4515917242
986	0.4515632819
987	0.4515507694
988	0.451517963
989	0.4514660877
990	0.4514130575
991	0.4513570694
992	0.4513334242
993	0.4512829102
994	0.4512182712
995	0.4511451051
996	0.4511252567
997	0.4510942309
998	0.4510576388
999	0.4510325305
